Date,Open,High,Low,Close,Adj Close,Volume
13-02-2023,17859.09961,18134.75,17719.75,17944.19922,17944.19922,1143400
20-02-2023,17965.55078,18004.34961,17421.80078,17465.80078,17465.80078,1027000
27-02-2023,17428.59961,17644.75,17255.19922,17594.34961,17594.34961,1607100
06-03-2023,17680.34961,17799.94922,17324.34961,17412.90039,17412.90039,1128100
13-03-2023,17421.90039,17529.90039,16850.15039,17100.05078,17100.05078,1551600
20-03-2023,17066.59961,17207.25,16828.34961,16945.05078,16945.05078,935700
27-03-2023,16984.30078,17381.59961,16913.75,17359.75,17359.75,1067000
03-04-2023,17427.94922,17638.69922,17312.75,17599.15039,17599.15039,721200
10-04-2023,17634.90039,17842.15039,17597.94922,17828,17828,1077700
17-04-2023,17863,17863,17553.94922,17624.05078,17624.05078,1343100
24-04-2023,17707.55078,18089.15039,17612.5,18065,18065,1317800
01-05-2023,18124.80078,18267.44922,18042.40039,18069,18069,957700
08-05-2023,18120.59961,18389.69922,18100.30078,18314.80078,18314.80078,1184900
15-05-2023,18339.30078,18458.90039,18060.40039,18203.40039,18203.40039,1198500
22-05-2023,18201.09961,18508.55078,18178.84961,18499.34961,18499.34961,1200200
29-05-2023,18619.15039,18662.44922,18464.55078,18534.09961,18534.09961,1732700
05-06-2023,18612,18777.90039,18531.59961,18563.40039,18563.40039,1245300
12-06-2023,18595.05078,18864.69922,18559.75,18826,18826,1209900
19-06-2023,18873.30078,18886.59961,18647.09961,18665.5,18665.5,1112200
26-06-2023,18682.34961,19201.69922,18646.69922,19189.05078,19189.05078,1040500
03-07-2023,19246.5,19523.59961,19234.40039,19331.80078,19331.80078,1182800
10-07-2023,19400.34961,19595.34961,19327.09961,19564.5,19564.5,1449000
17-07-2023,19612.15039,19991.84961,19562.94922,19745,19745,1402000
24-07-2023,19748.44922,19867.55078,19563.09961,19646.05078,19646.05078,1473600
31-07-2023,19666.34961,19795.59961,19296.44922,19517,19517,1480300
07-08-2023,19576.84961,19645.5,19412.75,19428.30078,19428.30078,1291100
14-08-2023,19383.94922,19482.75,19253.59961,19310.15039,19310.15039,768700
21-08-2023,19320.65039,19584.44922,19229.69922,19265.80078,19265.80078,1431300
28-08-2023,19298.34961,19458.55078,19223.65039,19435.30078,19435.30078,1684200
04-09-2023,19525.05078,19867.15039,19432.84961,19819.94922,19819.94922,1434200
11-09-2023,19890,20222.44922,19865.34961,20192.34961,20192.34961,1541600
18-09-2023,20155.94922,20195.34961,19657.5,19674.25,19674.25,1164500
25-09-2023,19678.19922,19766.65039,19492.09961,19638.30078,19638.30078,1193200
29-09-2023,19581.19922,19726.25,19551.05078,19638.30078,19638.30078,0
