Date,Open,High,Low,Close,Adj Close,Volume
2020-10-01,2510.000000,2885.000000,2492.300049,2664.850098,2512.466553,128617294
2020-11-01,2660.000000,2744.000000,2600.050049,2679.649902,2537.191162,65135883
2020-12-01,2679.000000,2952.000000,2624.449951,2862.750000,2710.557373,62832148
2021-01-01,2880.000000,3339.800049,2879.000000,3111.350098,2945.940674,84685394
2021-02-01,3100.000000,3245.800049,2880.000000,2894.300049,2745.645020,65464843
2021-03-01,2926.000000,3205.000000,2901.800049,3177.850098,3014.631592,71839377
2021-04-01,3191.100098,3354.350098,3020.000000,3035.649902,2879.734619,61328558
2021-05-01,3024.899902,3217.750000,3004.000000,3159.149902,2996.892090,43538924
2021-06-01,3168.600098,3399.649902,3115.000000,3345.750000,3189.433105,45079239
2021-07-01,3358.000000,3374.000000,3132.399902,3167.449951,3019.463379,44349890
2021-08-01,3180.000000,3804.100098,3167.000000,3786.449951,3617.420410,56678047
2021-09-01,3796.000000,3981.750000,3707.000000,3775.550049,3607.007080,50565601
2021-10-01,3781.750000,3989.899902,3385.949951,3397.750000,3246.072510,71251894
2021-11-01,3437.949951,3575.550049,3406.449951,3529.149902,3378.075928,43267875
2021-12-01,3535.000000,3760.000000,3510.149902,3738.350098,3578.320801,44724473
2022-01-01,3750.000000,4043.000000,3625.100098,3736.250000,3576.310303,66332036
2022-02-01,3770.000000,3882.500000,3391.100098,3554.199951,3408.031494,66967591
2022-03-01,3554.199951,3779.500000,3431.550049,3739.949951,3586.142334,50559459
2022-04-01,3748.000000,3835.600098,3439.149902,3546.699951,3400.839844,43295317
2022-05-01,3519.899902,3547.949951,3154.050049,3364.350098,3225.989258,51124294
2022-06-01,3388.000000,3477.300049,3023.850098,3267.100098,3153.841064,50689330
2022-07-01,3260.000000,3333.000000,2953.000000,3301.899902,3187.434570,59847596
2022-08-01,3327.000000,3428.699951,3081.000000,3211.149902,3108.012939,34342786
2022-09-01,3190.000000,3269.800049,2926.100098,3004.550049,2908.048584,53936799
2022-10-01,2995.000000,3199.000000,2974.000000,3193.149902,3090.590820,36559310
2022-11-01,3214.500000,3429.000000,3166.149902,3390.800049,3290.386475,35504157
2022-12-01,3425.000000,3480.000000,3163.649902,3256.699951,3160.257568,32369777
2023-01-01,3261.000000,3458.449951,3200.000000,3358.699951,3259.237305,39921886
2023-02-01,3363.000000,3575.000000,3299.899902,3312.850098,3279.864990,31342992
2023-03-01,3323.000000,3404.949951,3095.050049,3205.899902,3173.979736,39995219
2023-04-01,3224.949951,3272.949951,3070.250000,3219.250000,3187.196777,43824242
2023-05-01,3219.250000,3372.000000,3173.149902,3289.500000,3256.747559,36616015
2023-06-01,3314.000000,3340.000000,3156.000000,3302.250000,3269.370361,36786103
2023-07-01,3314.300049,3549.899902,3250.100098,3421.449951,3412.575928,47658115
2023-08-01,3415.000000,3489.949951,3343.649902,3356.800049,3356.800049,35920566
2023-09-01,3366.000000,3633.750000,3356.800049,3528.600098,3528.600098,38442941
2023-09-29,3537.199951,3568.449951,3505.550049,3528.600098,3528.600098,2243314
